"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"44","1","98","#7579a2","Very Low","47","0.0","8","Very Low","Medium","101","Daytime","0","Very Low","44","Weekday","Very Low","Very High","0.0","4.95","0.5","91.67","11","109","0.0","44"
"45","1","31","#258ab0","Very Low","87.38","0.0","1","Very Low","Low","52","Daytime","0","Very Low","28","Weekend","Very Low","Very High","0.0","6.62","0.29","27.89","22","53","0.0","45"
"46","1","26","#7cd164","Very Low","102.4","0.0","2","Very Low","Medium","28","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","6","0.56","89.13","4","30","0.0","46"
"47","1","192","#298a4f","Very Low","225.64","0.0","54","Very Low","Medium","234","Daytime","0","Very Low","18","Weekend","Very Low","Very High","0.0","26.18","0.61","95.12","96","288","0.0","47"
"48","1","23","#857db6","Very Low","122.22","0.0","7","Very Low","Medium","19","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","2.89","0.6","772.46","3","26","0.0","48"
"49","1","3","#ac5482","Very Low","27","0.0","2","Very Low","High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","1.5","0.67","43.67","0","3","0.0","49"
"390","1","5","#a8ec80","Very Low","119.8","0.0","2","Very Low","Medium","7","Average","0","Very Low","8","Average","Very Low","Very High","0.0","1.8","0.62","176.67","4","9","0.0","390"
"391","1","106","#b83f7a","Very Low","166.12","0.0","50","Very Low","Low","72","Daytime","0","Very Low","18","Weekday","Very Low","Very High","0.0","15.25","0.44","62.85","16","122","0.0","391"
"150","1","21","#3d4d0a","Very Low","295.66","0.0","13","Very Low","High","9","Average","0","Very Low","8","Weekday","Very Low","Very High","0.0","3.67","0.75","157.14","1","22","0.0","150"
"392","1","46","#4f9a86","Very Low","72.67","0.0","25","Very Low","Low","21","Average","0","Very Low","22","Weekday","Very Low","Very High","0.0","5.11","0.41","100.93","0","46","0.0","392"
"151","1","8","#9958d3","Very Low","17.5","0.0","2","Very Low","Low","9","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","5.5","0.29","48.45","3","11","0.0","151"
"393","1","166","#a67a24","Very Low","146.13","0.0","86","Very Low","Medium","146","Daytime","0","Very Low","43","Average","Very Low","Very High","0.0","9.28","0.58","162.87","66","232","0.0","393"
"152","1","20","#6eea53","Very Low","123.97","0.0","14","Very Low","Low","14","Average","0","Very Low","7","Average","Very Low","Very High","0.0","14","0.29","190.86","8","28","0.0","152"
"394","1","30","#96b17d","Very Low","99.92","0.0","20","Very Low","High","28","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","12","0.8","93.5","18","48","0.0","394"
"153","1","30","#b7a67f","Very Low","149.13","0.0","16","Very Low","Medium","17","Average","0","Very Low","14","Weekday","Very Low","Very High","0.0","4.71","0.5","164.64","3","33","0.0","153"
"395","1","8","#40b13b","Very Low","16.13","0.0","1","Very Low","High","18","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","2.38","0.73","179.74","11","19","0.0","395"
"154","1","142","#d87748","Very Low","44.19","0.0","68","Very Low","Medium","128","Daytime","0","Very Low","33","Weekday","Very Low","Very High","0.0","12.25","0.48","165.85","54","196","0.0","154"
"396","1","6","#365645","Very Low","68.56","0.0","8","Very Low","Very High","3","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","5.5","1","27.45","5","11","0.0","396"
"155","0.86","358","#56c85b","Very Low","133.82","0.0","224","Very Low","Medium","210","Nighttime","0","Very Low","61","Weekday","Very Low","Very High","0.0","14","0.51","128.8","76","434","0.0","155"
"397","1","60","#9f4256","Very Low","65.37","0.0","24","Very Low","Medium","64","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","11","0.57","241.34","28","88","0.0","397"
"156","1","112","#ae769d","Very Low","39.82","0.0","52","Very Low","Medium","94","Daytime","0","Very Low","19","Weekday","Very Low","Very High","0.0","16.22","0.47","641.16","34","146","0.0","156"
"398","0.86","354","#c02fb9","Very Low","41.01","0.0","44","Very Low","Medium","394","Daytime","0","Very Low","30","Weekday","Very Low","Very High","0.0","25.76","0.57","110.07","84","438","0.0","398"
"157","1","56","#8c3574","Very Low","23.51","0.0","18","Very Low","Medium","50","Daytime","0","Very Low","18","Weekday","Very Low","Very High","0.0","6.8","0.56","74.97","12","68","0.0","157"
"399","1","32","#999dc6","Very Low","85.75","0.0","10","Very Low","Low","27","Daytime","0","Very Low","13","Weekday","Very Low","Very High","0.0","7.4","0.38","114.89","5","37","0.0","399"
"158","1","11","#8c5754","Very Low","199.5","0.0","4","Very Low","Low","14","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","9","0.4","49.56","7","18","0.0","158"
"159","1","17","#ec5399","Very Low","102.75","0.0","10","Very Low","Low","9","Average","0","Very Low","7","Weekday","Very Low","Very High","0.0","9.5","0.29","55.95","2","19","0.0","159"
"50","1","36","#4e3273","Very Low","54.45","0.0","6","Very Low","High","33","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","3.55","0.69","97.44","3","39","0.0","50"
"51","1","2","#71694f","Very Low","32.98","0.0","0","Very Low","Very High","2","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1","1","124","0","2","0.0","51"
"52","1","26","#be814b","Very Low","36.62","0.0","28","Very Low","Very High","22","Nighttime","0","Very Low","7","Weekend","Very Low","Very High","0.0","8.33","0.86","201.12","24","50","0.0","52"
"53","1","10","#7d3f2e","Very Low","149.67","0.0","7","Very Low","Low","8","Average","0","Very Low","7","Average","Very Low","Very High","0.0","5","0.43","47.47","5","15","0.0","53"
"54","1","12","#d4d58d","Very Low","80","0.0","9","Very Low","Medium","12","Average","0","Very Low","10","Weekend","Very Low","Very High","0.0","3.5","0.6","441.9","9","21","0.0","54"
"55","1","23","#64b983","Very Low","0","0.0","21","Very Low","High","18","Average","0","Very Low","12","Weekend","Very Low","Very High","0.0","4.88","0.67","224.28","16","39","0.0","55"
"56","1","68","#917e9a","Very Low","144.23","0.0","44","Very Low","Low","34","Nighttime","0","Very Low","18","Weekday","Very Low","Very High","0.0","15.6","0.28","48.33","10","78","0.0","56"
"57","1","14","#7a4ebc","Very Low","92.84","0.0","12","Very High","Very High","4","Nighttime","0","Very Low","3","Weekday","Very Low","Very High","0.0","5.33","1","3723.25","2","16","0.0","57"
"58","1","32","#a846b7","Very Low","27.61","0.0","22","Very Low","Medium","36","Daytime","0","Very Low","12","Weekend","Very Low","Very High","0.0","8.29","0.58","419.21","26","58","0.0","58"
"59","1","21","#504285","Very Low","105.26","0.0","16","Low","Very High","10","Nighttime","0","Very Low","5","Weekday","Very Low","Very High","0.0","5.2","1","1471.31","5","26","0.0","59"
"160","1","69","#8e5d4e","Very Low","98.62","0.0","17","Low","Very High","80","Daytime","0","Very Low","13","Average","Very Low","Very High","0.0","8.08","0.92","1157","28","97","0.0","160"
"161","1","68","#136cc3","Very Low","167.8","0.0","44","Very Low","Medium","48","Average","0","Very Low","10","Weekday","Very Low","Very High","0.0","18.4","0.5","395.8","24","92","0.0","161"
"162","1","6","#4ad480","Very Low","0","0.0","2","Very Low","High","4","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","2","0.75","311.67","0","6","0.0","162"
"163","1","90","#6ab359","Very Low","70.16","0.0","32","Very Low","Medium","81","Daytime","0","Very Low","41","Weekday","Very Low","Very High","0.0","4.52","0.61","121.97","23","113","0.0","163"
"164","1","57","#58a03e","Very Low","368.62","0.0","14","Very Low","Low","71","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","17","0.45","77.14","28","85","0.0","164"
"165","1","23","#28bda8","Very Low","101.94","0.0","17","Very Low","Medium","14","Average","0","Very Low","8","Average","Very Low","Very High","0.0","6.2","0.62","94.9","8","31","0.0","165"
"166","1","12","#7a9873","Very Low","20","0.0","9","Very Low","Very High","3","Nighttime","0","Very Low","8","Weekday","Very Low","Very High","0.0","1.71","0.88","261.75","0","12","0.0","166"
"167","1","20","#5e8d49","Very Low","0","0.0","6","Very Low","Medium","26","Daytime","0","Very Low","9","Weekend","Very Low","Very High","0.0","6.4","0.56","100.25","12","32","0.0","167"
"168","1","44","#eea6bf","Very Low","63.45","0.0","24","Very Low","Medium","33","Daytime","0","Very Low","22","Weekday","Very Low","Very High","0.0","5.18","0.5","166.82","13","57","0.0","168"
"169","1","35","#b7b75d","Very Low","17.95","0.0","32","Very Low","High","13","Nighttime","0","Very Low","5","Weekday","Very Low","Very High","0.0","11.25","0.8","55.67","10","45","0.0","169"
"60","1","84","#8c80be","Very Low","0","0.0","26","Very Low","Very High","66","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","13.14","0.88","332.28","8","92","0.0","60"
"61","1","14","#6cf982","Very Low","168","0.0","5","Very Low","Low","11","Daytime","0","Very Low","7","Weekday","Very Low","Very High","0.0","5.33","0.43","156","2","16","0.0","61"
"62","1","9","#3e8bd9","Very Low","89.75","0.0","3","Very Low","Very High","7","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","2.5","1","74.9","1","10","0.0","62"
"63","1","6","#d8660f","Very Low","101.72","0.0","2","Very Low","Medium","6","Average","0","Very Low","5","Average","Very Low","Very High","0.0","2.67","0.6","201.38","2","8","0.0","63"
"64","1","19","#b8419f","Very Low","25.61","0.0","6","Very Low","Low","16","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","7.33","0.38","133.95","3","22","0.0","64"
"65","1","13","#7da986","Very Low","150.72","0.0","1","Very Low","High","13","Daytime","0","Very Low","4","Weekday","Very Low","Very High","0.0","4.67","0.75","297.36","1","14","0.0","65"
"66","1","13","#527b36","Very Low","0.71","0.0","18","Low","High","4","Nighttime","0","Very Low","4","Weekend","Very Low","Very High","0.0","7.33","0.75","1359.91","9","22","0.0","66"
"67","1","136","#a8a452","Very Low","0","0.0","22","Very Low","Low","118","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","15.56","0.38","45.17","4","140","0.0","67"
"68","1","29","#75721f","Very Low","100.67","0.0","0","Very Low","Low","35","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","5.83","0.38","344.74","6","35","0.0","68"
"69","1","4","#d25687","Very Low","99.67","0.0","6","Very Low","High","3","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","3","0.75","223","5","9","0.0","69"
"170","1","8","#994288","Very Low","78.23","0.0","0","Very Low","Medium","10","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","3.33","0.5","122.9","2","10","0.0","170"
"171","1","20","#ef41c3","Very Low","72","0.0","12","Very Low","High","10","Average","0","Very Low","8","Weekday","Very Low","Very High","0.0","3.67","0.75","85.27","2","22","0.0","171"
"172","1","82","#81368c","Very Low","57.23","0.0","62","Low","Very High","82","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","11.08","0.93","948.96","62","144","0.0","172"
"173","1","15","#60ab7c","Very Low","76.53","0.0","11","Very Low","Very High","15","Average","0","Very Low","6","Weekend","Very Low","Very High","0.0","4.33","1","132.88","11","26","0.0","173"
"174","1","32","#58ac8f","Very Low","381.7","0.0","28","Very Low","Medium","18","Nighttime","0","Very Low","5","Average","Very Low","Very High","0.0","15.33","0.6","128.09","14","46","0.0","174"
"175","1","15","#82c0ba","Very Low","120.42","0.0","16","Very Low","Medium","8","Nighttime","0","Very Low","6","Weekend","Very Low","Very High","0.0","8","0.5","116.04","9","24","0.0","175"
"176","1","7","#a64383","Very Low","34.24","0.0","4","Very Low","Very High","6","Average","0","Very Low","6","Average","Very Low","Very High","0.0","1.67","1","317.6","3","10","0.0","176"
"177","1","26","#38846f","Very Low","12.86","0.0","4","Very Low","Very High","27","Daytime","0","Very Low","12","Weekday","Very Low","Very High","0.0","2.82","0.92","632.48","5","31","0.0","177"
"178","1","17","#0c2a58","Very Low","78.92","0.0","9","Very Low","Very High","15","Daytime","0","Very Low","4","Average","Very Low","Very High","0.0","6","1","629.62","7","24","0.0","178"
"179","1","12","#5d7862","Very Low","66.73","0.0","9","Very Low","Medium","10","Average","0","Very Low","5","Weekend","Very Low","Very High","0.0","6.33","0.6","295.63","7","19","0.0","179"
"70","1","28","#71aadf","Very Low","85.25","0.0","16","Very Low","Low","19","Average","0","Very Low","18","Weekday","Very Low","Very High","0.0","4.38","0.44","265.31","7","35","0.0","70"
"71","1","68","#a1a56b","Very Low","60.17","0.0","24","Very Low","Very High","71","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","15.83","1","145.17","27","95","0.0","71"
"72","1","124","#6bbf9e","Very Low","69.82","0.0","54","Low","Very High","122","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","16","1","1266.38","52","176","0.0","72"
"73","1","5","#bd6b8d","Very Low","227.47","0.0","0","Very Low","Low","5","Average","0","Very Low","5","Average","Very Low","Very High","0.0","2.5","0.4","74.2","0","5","0.0","73"
"74","1","30","#808baa","Very Low","178.17","0.0","14","Very Low","Very Low","22","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","12","0.21","51.78","6","36","0.0","74"
"75","1","46","#943783","Very Low","79.24","0.0","14","Very Low","Very High","32","Daytime","0","Very Low","4","Weekday","Very Low","Very High","0.0","11.5","1","564.65","0","46","0.0","75"
"76","1","44","#329092","Very Low","7.91","0.0","18","Very Low","High","44","Daytime","0","Very Low","13","Average","Very Low","Very High","0.0","6.89","0.69","87.52","18","62","0.0","76"
"77","1","2","#28aeb5","Very Low","19.5","0.0","1","Very Low","Very High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","0.67","1","143.5","0","2","0.0","77"
"78","1","11","#a1e929","Very Low","154","0.0","3","Very Low","Low","11","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","7","0.33","70.43","3","14","0.0","78"
"79","1","10","#4fe88b","Very Low","310.45","0.0","10","Very Low","Low","10","Average","0","Very Low","6","Weekend","Very Low","Very High","0.0","10","0.33","58.1","10","20","0.0","79"
"180","1","16","#8da6a8","Very Low","27.6","0.0","10","Very Low","Medium","11","Average","0","Very Low","8","Average","Very Low","Very High","0.0","4.2","0.62","217.81","5","21","0.0","180"
"181","1","74","#7fe07f","Very Low","23.08","0.0","16","Very Low","Medium","72","Daytime","0","Very Low","27","Weekday","Very Low","Very High","0.0","6.77","0.48","64.16","14","88","0.0","181"
"182","1","6","#9e9b8e","Very Low","66","0.0","2","Very Low","Low","4","Average","0","Very Low","3","Weekday","Very Low","Very High","0.0","6","0.33","43.67","0","6","0.0","182"
"183","1","50","#5b2d26","Very Low","31.38","0.0","30","Very Low","High","46","Daytime","0","Very Low","23","Weekend","Very Low","Very High","0.0","4.75","0.7","87.61","26","76","0.0","183"
"184","0.96","20","#52e374","Very Low","100.81","0.0","8","Very Low","Very High","20","Daytime","0","Very Low","13","Average","Very Low","Very High","0.0","2.55","0.85","170.89","8","28","0.0","184"
"185","1","104","#775987","Very Low","376.77","0.0","46","Very Low","Low","64","Daytime","0","Very Low","11","Weekday","Very Low","Very High","0.0","27.5","0.36","248.45","6","110","0.0","185"
"186","1","25","#a6327e","Very Low","112.77","0.0","15","Very Low","Medium","21","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","6","0.55","197.19","11","36","0.0","186"
"187","1","3","#e07250","Very Low","249.5","0.0","3","Very Low","Medium","0","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.5","0.5","327.33","0","3","0.0","187"
"188","1","9","#a6436f","Very Low","69.83","0.0","9","Very Low","High","3","Nighttime","0","Very Low","5","Average","Very Low","Very High","0.0","3","0.8","99.58","3","12","0.0","188"
"189","1","17","#632b89","Very Low","124.36","0.0","7","Very Low","High","10","Average","0","Very Low","11","Weekday","Very Low","Very High","0.0","2.12","0.73","296.94","0","17","0.0","189"
"80","1","19","#2c23d6","Very Low","56.06","0.0","9","Very Low","Low","22","Daytime","0","Very Low","17","Weekend","Very Low","Very High","0.0","5.17","0.35","117.26","12","31","0.0","80"
