"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"1307","1296","6329","12","13","","6721.0","17.422","Thursday","20151008"
"1177","867","4456","21","0","","4801.0","10.4029","Monday","20151005"
"1177","568","616","13","0","","1201.0","16.0501","Tuesday","20151006"
"1371","1194","84","0","1","","1.0","17.2904","Thursday","20151008"
"1376","1086","71","0","1","","1.0","17.5151","Thursday","20151008"
"1392","1203","2337","25","8","","3361.0","13.2906","Thursday","20151008"
"1363","867","4692","13","0","","4801.0","10.4349","Wednesday","20151007"
"989","1295","328","0","13","","721.0","20.2437","Monday","20151005"
"1334","1303","7799","13","0","","7201.0","13.3322","Saturday","20151010"
"1288","621","5586","61","8","","7921.0","15.4232","Thursday","20151008"
"1288","1081","460","21","0","","1201.0","7.0657","Monday","20151005"
"1288","1391","90","5","0","","241.0","8.5818","Thursday","20151008"
"1288","989","350","5","0","","481.0","9.0728","Friday","20151009"
"1288","1235","195","5","0","","241.0","8.4146","Wednesday","20151007"
"1288","1392","108","5","8","","721.0","11.3932","Thursday","20151008"
"1186","1332","2801","53","0","","4561.0","10.5505","Tuesday","20151006"
"1273","1227","8621","105","8","","12001.0","9.5937","Thursday","20151008"
"1192","1052","417","16","5","","1201.0","17.0136","Friday","20151009"
"1192","1382","568","21","0","","1441.0","9.5349","Monday","20151005"
"1192","1127","3644","13","0","","3601.0","15.2425","Wednesday","20151007"
"1192","1003","2416","13","20","","3361.0","13.4241","Thursday","20151008"
"1192","1292","120","5","0","","241.0","13.482","Friday","20151009"
"1192","1196","145","0","5","","241.0","17.55","Friday","20151009"
"1204","896","2920","12","13","","3361.0","20.1808","Saturday","20151010"
"1204","1003","6097","16","21","","6721.0","20.3815","Tuesday","20151006"
"1127","1362","815","9","0","","721.0","16.3949","Friday","20151009"
"1371","1204","301","13","0","","721.0","15.5836","Tuesday","20151006"
"1288","1127","532","5","0","","481.0","8.4701","Thursday","20151008"
"1173","870","7118","25","16","","7921.0","8.3233","Tuesday","20151006"
"1173","1269","7690","53","52","","11281.0","8.3522","Tuesday","20151006"
"1086","1352","2030","5","0","","1681.0","13.4528","Sunday","20151011"
"621","1235","4187","20","5","","4561.0","20.4637","Monday","20151005"
"1150","1363","45","5","0","","241.0","13.543","Monday","20151005"
"1269","1227","3040","20","5","","3361.0","22.5403","Monday","20151005"
"1371","1333","261","9","4","","721.0","11.4448","Friday","20151009"
"1351","1269","2708","0","13","","2881.0","17.3","Saturday","20151010"
"1075","1186","546","0","13","","721.0","18.1726","Sunday","20151011"
"1075","991","1694","21","0","","2401.0","16.1041","Thursday","20151008"
"1274","1239","630","21","0","","1441.0","9.5448","Monday","20151005"
"1075","1102","4190","61","24","","6961.0","14.4603","Thursday","20151008"
"1116","1384","1588","5","16","","2161.0","16.3424","Friday","20151009"
"1382","1350","97","1","0","","1.0","16.3908","Monday","20151005"
"1382","1169","25","1","0","","1.0","16.4318","Monday","20151005"
"1382","1052","23","1","0","","1.0","11.1601","Thursday","20151008"
"1394","1303","214","0","1","","1.0","18.18","Friday","20151009"
"1194","1130","2811","5","8","","2641.0","8.4227","Thursday","20151008"
"1194","1186","140","5","0","","241.0","10.3251","Wednesday","20151007"
"1194","1371","6547","5","8","","6001.0","13.2143","Monday","20151005"
"1218","1086","163","1","0","","1.0","13.3311","Saturday","20151010"
"1218","897","165","4","1","","241.0","17.1817","Monday","20151005"
"896","1369","5705","13","24","","6961.0","13.3415","Thursday","20151008"
"896","1102","720","5","0","","721.0","11.4356","Saturday","20151010"
"896","886","1960","5","0","","1681.0","11.4627","Saturday","20151010"
"1278","1332","230","5","0","","241.0","9.3305","Thursday","20151008"
"1119","886","323","0","13","","721.0","19.3516","Thursday","20151008"
"1119","1207","1278","0","13","","1681.0","19.3539","Thursday","20151008"
"1119","1301","450","0","13","","721.0","20.1504","Thursday","20151008"
"1119","870","3622","8","9","","4321.0","19.3412","Thursday","20151008"
"1119","1218","17249","153","72","","24481.0","11.2818","Sunday","20151011"
"1119","1359","480","0","5","","481.0","22.165","Sunday","20151011"
"1119","1239","80","0","5","","241.0","17.5722","Thursday","20151008"
"1204","1273","260","0","5","","241.0","18.4715","Thursday","20151008"
"1204","1269","1247","0","13","","1681.0","20.5207","Monday","20151005"
"1116","870","1030","5","0","","961.0","9.4004","Monday","20151005"
"1075","1384","3373","37","40","","5761.0","14.2315","Tuesday","20151006"
"1075","1296","230","1","0","","1.0","14.3014","Thursday","20151008"
"1331","870","17472","64","37","","20401.0","21.0308","Wednesday","20151007"
"1340","1311","2309","29","0","","3361.0","14.2014","Monday","20151005"
"887","1041","6305","17","4","","6961.0","12.5613","Wednesday","20151007"
"1371","1295","2396","21","0","","2881.0","16.2626","Friday","20151009"
"1102","1343","140","5","0","","241.0","16.4756","Friday","20151009"
"1075","1169","2811","33","0","","3841.0","11.0852","Tuesday","20151006"
"904","1204","4608","17","24","","5761.0","7.5904","Saturday","20151010"
"1327","1075","180","13","0","","721.0","16.0754","Saturday","20151010"
"1076","1266","3210","13","28","","4321.0","14.2803","Wednesday","20151007"
"1076","1221","3076","21","0","","3601.0","13.33","Wednesday","20151007"
"1076","1173","600","29","0","","1681.0","13.4645","Monday","20151005"
"1121","1134","36630","128","109","","43441.0","18.045","Thursday","20151008"
"887","1333","569","9","0","","721.0","10.16","Tuesday","20151006"
"1207","1273","2565","0","13","","2641.0","19.4123","Friday","20151009"
"1207","1075","7611","49","8","","8881.0","14.5048","Monday","20151005"
"1186","991","1461","8","21","","2401.0","20.2818","Wednesday","20151007"
"1205","1273","2168","4","1","","2161.0","18.1303","Saturday","20151010"
"1336","1003","1390","5","0","","1201.0","10.334","Tuesday","20151006"
"1336","1192","5770","21","0","","6001.0","10.5255","Thursday","20151008"
"1328","1392","1790","37","0","","3121.0","9.0657","Monday","20151005"
"897","1295","1392","17","4","","1921.0","12.3715","Monday","20151005"
"1371","1247","401","0","5","","481.0","20.0656","Saturday","20151010"
"1363","1121","696","5","4","","721.0","11.081","Sunday","20151011"
"896","904","419","0","21","","1201.0","17.034","Thursday","20151008"
"1054","1227","1461","13","0","","1921.0","10.0315","Friday","20151009"
"1008","1278","136","0","13","","721.0","21.1403","Friday","20151009"
"1008","1253","535","0","5","","481.0","20.4259","Friday","20151009"
"1008","1052","170","0","5","","241.0","18.3204","Tuesday","20151006"
"1343","1204","868","29","0","","1921.0","11.4753","Tuesday","20151006"
"1343","1288","115","5","0","","241.0","10.2501","Thursday","20151008"
"1059","958","110","5","0","","241.0","11.312","Tuesday","20151006"
"1059","1380","449","13","0","","721.0","11.3012","Saturday","20151010"
"1059","1336","3071","29","0","","3601.0","12.4707","Friday","20151009"
"1059","1052","673","13","0","","961.0","11.0955","Wednesday","20151007"
"1059","896","190","5","0","","241.0","12.1737","Thursday","20151008"
"1059","1116","2177","29","40","","4561.0","11.2133","Monday","20151005"
"1059","1282","2513","17","0","","2881.0","13.1746","Wednesday","20151007"
"1059","1169","115","5","0","","241.0","11.4449","Thursday","20151008"
"1352","1392","1506","12","5","","2161.0","19.5335","Friday","20151009"
"1307","1282","4955","21","0","","5521.0","13.5339","Saturday","20151010"
"1307","1118","3848","9","8","","4081.0","10.0223","Thursday","20151008"
"1196","989","648","13","0","","721.0","15.3516","Friday","20151009"
"1212","1392","252","8","5","","721.0","19.4926","Friday","20151009"
"1212","1195","1115","21","24","","2641.0","7.4052","Friday","20151009"
"1212","867","3816","0","21","","4081.0","3.5802","Sunday","20151011"
"1212","1301","529","8","13","","1201.0","22.5728","Sunday","20151011"
"1212","1388","577","8","5","","721.0","20.4207","Monday","20151005"
"1212","1052","145","5","0","","241.0","15.3531","Friday","20151009"
"1212","1169","1769","24","13","","2881.0","19.2125","Monday","20151005"
"1212","1335","1005","0","5","","961.0","20.0632","Sunday","20151011"
"1212","1258","430","0","5","","481.0","17.3108","Tuesday","20151006"
"1212","1247","260","0","5","","241.0","18.5126","Sunday","20151011"
"1334","1186","1000","37","0","","2161.0","11.422","Thursday","20151008"
"568","1080","143","13","0","","721.0","11.2716","Monday","20151005"
"1380","1041","820","13","0","","1201.0","9.57","Wednesday","20151007"
"1292","1218","349","9","0","","721.0","14.4154","Thursday","20151008"
"1292","1331","124","1","0","","1.0","10.0008","Sunday","20151011"
"1292","1235","44","0","1","","1.0","18.3924","Thursday","20151008"
"1016","1086","1465","5","0","","1201.0","15.523","Tuesday","20151006"
"1016","1169","2210","13","0","","2401.0","13.2049","Tuesday","20151006"
"989","1282","337","13","0","","721.0","13.1334","Saturday","20151010"
"989","1277","1680","5","0","","1441.0","14.1127","Thursday","20151008"
"1266","1041","220","5","0","","241.0","16.3133","Monday","20151005"
"1188","1092","230","5","0","","241.0","14.4658","Monday","20151005"
"1303","1252","24","1","0","","1.0","11.13","Sunday","20151011"
"1307","1355","115","5","0","","241.0","14.5502","Thursday","20151008"
"1350","1371","8503","69","12","","11281.0","16.4654","Wednesday","20151007"
"1350","1222","614","0","5","","481.0","19.4442","Tuesday","20151006"
"1350","1274","276","0","5","","241.0","18.4831","Thursday","20151008"
"1119","1295","2547","48","21","","5041.0","17.3649","Friday","20151009"
"1119","1203","469","5","8","","721.0","10.0352","Thursday","20151008"
"1119","1392","298","5","8","","721.0","12.5443","Wednesday","20151007"
"1119","621","287","9","0","","721.0","11.0938","Sunday","20151011"
"654","1173","446","8","5","","721.0","21.203","Friday","20151009"
"654","1333","937","8","13","","1681.0","17.0229","Friday","20151009"
"1110","1306","4","1","0","","1.0","11.031","Thursday","20151008"
"1110","1086","1045","5","0","","961.0","10.215","Thursday","20151008"
"1340","1328","75","5","0","","241.0","15.1241","Tuesday","20151006"
"1340","697","6501","13","0","","6961.0","8.3546","Wednesday","20151007"
"1218","1355","917","17","0","","1201.0","14.0412","Thursday","20151008"
"1218","1169","362","1","12","","721.0","10.4357","Thursday","20151008"
"1286","1086","2357","13","0","","2401.0","16.293","Saturday","20151010"
"1286","1227","1142","13","4","","1681.0","10.184","Thursday","20151008"
"1340","1030","1363","24","5","","2161.0","20.2546","Thursday","20151008"
"1222","897","723","17","4","","1441.0","12.1316","Monday","20151005"
"1003","1266","16083","20","5","","15121.0","21.4756","Sunday","20151011"
"1340","1391","5765","77","16","","8641.0","16.4926","Tuesday","20151006"
"1340","1133","2847","56","17","","5521.0","20.2303","Wednesday","20151007"
"1273","1340","4826","37","0","","5761.0","11.5422","Wednesday","20151007"
"1286","1118","1265","5","0","","1201.0","13.5433","Monday","20151005"
"1286","1258","180","5","0","","241.0","11.4604","Thursday","20151008"
"1286","568","812","21","0","","1201.0","11.4241","Thursday","20151008"
"1286","897","805","5","0","","721.0","15.2605","Wednesday","20151007"
"1286","621","270","5","0","","241.0","11.0345","Thursday","20151008"
"1286","1196","310","5","0","","481.0","15.3228","Wednesday","20151007"
"991","1081","1301","16","5","","1681.0","17.4112","Monday","20151005"
"991","1253","200","5","0","","241.0","14.4423","Monday","20151005"
"1075","1391","124","1","0","","1.0","10.3403","Tuesday","20151006"
"1277","1192","80","5","0","","241.0","11.4456","Thursday","20151008"
"1277","1355","930","0","13","","1201.0","17.4552","Wednesday","20151007"
"1291","1304","28","1","0","","1.0","11.052","Thursday","20151008"
"1291","1235","125","1","0","","1.0","10.0523","Tuesday","20151006"
"1291","1221","129","1","0","","1.0","12.0444","Saturday","20151010"
"1003","1205","33","1","0","","1.0","13.0759","Thursday","20151008"
"568","1328","545","12","9","","1201.0","20.38","Friday","20151009"
"757","1363","69","1","0","","1.0","12.492","Sunday","20151011"
"757","1003","2547","17","0","","2641.0","9.5407","Monday","20151005"
"757","1195","1263","21","0","","1681.0","11.1336","Monday","20151005"
"757","1075","942","13","0","","1201.0","10.222","Thursday","20151008"
"757","1282","1605","5","0","","1441.0","11.1616","Monday","20151005"
"621","1205","4129","21","24","","5521.0","13.3731","Friday","20151009"
"1278","1269","70","0","5","","241.0","17.2251","Saturday","20151010"
"1278","1075","3004","16","13","","4081.0","18.142","Saturday","20151010"
"1310","1239","11","1","0","","1.0","16.4322","Tuesday","20151006"
"1286","1371","545","5","0","","481.0","9.4725","Tuesday","20151006"
"897","1331","581","13","0","","961.0","14.4125","Tuesday","20151006"
"1273","1016","5882","21","0","","5521.0","10.0743","Saturday","20151010"
"1173","1274","240","5","0","","241.0","16.0805","Friday","20151009"
"1173","1318","1085","5","0","","961.0","15.04","Thursday","20151008"
"1362","989","16","1","0","","1.0","12.1625","Monday","20151005"
"1286","1375","68","0","1","","1.0","18.2953","Wednesday","20151007"
"1307","1369","70","5","0","","241.0","11.5754","Tuesday","20151006"
"1363","1376","533","4","1","","481.0","17.0413","Monday","20151005"
"1086","1269","3294","20","13","","4081.0","19.0203","Thursday","20151008"
"886","1192","1706","9","0","","1921.0","16.0251","Wednesday","20151007"
"1362","1352","41","1","0","","1.0","13.4055","Tuesday","20151006"
"1362","1355","108","1","0","","1.0","9.3744","Thursday","20151008"
"1362","1270","31","4","1","","241.0","19.3237","Monday","20151005"
"1362","1328","1643","5","8","","1921.0","10.4238","Friday","20151009"
"1277","1384","1839","13","0","","2161.0","14.4259","Monday","20151005"
"1277","1306","3073","0","13","","3121.0","23.0712","Monday","20151005"
"1277","1116","220","0","5","","241.0","18.5116","Wednesday","20151007"
"1277","1349","2910","0","5","","2401.0","19.2928","Tuesday","20151006"
"1277","1102","2002","13","0","","1921.0","13.5801","Thursday","20151008"
"1130","1371","397","8","5","","721.0","18.1834","Thursday","20151008"
"1130","870","4350","17","0","","4561.0","10.325","Thursday","20151008"
"1130","1380","1313","13","0","","1681.0","15.0802","Friday","20151009"
"1109","1118","1857","9","0","","2161.0","15.161","Friday","20151009"
"1076","1192","543","5","0","","721.0","16.5338","Tuesday","20151006"
"886","1261","337","1","0","","1.0","13.0041","Tuesday","20151006"
"1186","1336","2868","29","0","","3601.0","10.5215","Thursday","20151008"
"1186","1086","14288","61","0","","15361.0","11.2155","Wednesday","20151007"
"1333","1173","81","1","0","","1.0","9.0817","Thursday","20151008"
"1080","897","105","5","0","","241.0","9.2848","Wednesday","20151007"
"1080","1194","1392","4","5","","1441.0","23.4333","Friday","20151009"
"1080","896","624","0","13","","721.0","18.0416","Tuesday","20151006"
"1394","904","595","5","0","","481.0","13.2335","Friday","20151009"
"1120","1375","561","9","0","","721.0","10.151","Thursday","20151008"
"1369","1215","245","5","0","","241.0","16.3128","Monday","20151005"
"1369","1173","200","5","0","","241.0","10.2706","Saturday","20151010"
"1369","1371","5885","21","8","","6481.0","16.1645","Wednesday","20151007"
"1003","1347","408","4","9","","721.0","22.4424","Wednesday","20151007"
